loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_disc,st_glon,st_glat,st_radv,st_radverr1,st_radverr2,st_radvlim
58,BD-11 4672,b,BD-11 4672 b,Radial Velocity,1667.00000000,33.00000000,-31.00000000,0,2.280000,0.070000,-0.070000,0,0.050000,0.060000,-0.040000,0,,,,,0.53000,0.05000,-0.05000,0,,,,,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.30,,,0,9.990,,0,4475.00,100.00,-100.00,0,0.57,0.01,-0.01,0,0.52,0.02,-0.02,0,2015-01-08,,,,,2014,20.544276,-1.360142,-87.30,0.68,-0.68,0
59,BD-13 2130,b,BD-13 2130 b,Radial Velocity,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,0.210000,0.070000,-0.070000,0,,,,0,9.78000,4.56000,-4.56000,0,,,,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,766.00,,,0,9.450,,0,4545.00,71.00,-71.00,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,2018-09-06,,,,0,2007,230.520556,3.531328,18.31,0.01,-0.01,0
60,BD-17 63,b,BD-17 63 b,Radial Velocity,655.59998000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,0.540000,0.000000,0.000000,0,,,,0,2.85000,1.16000,-1.16000,0,,,,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0,9.566,0.024,0,4665.00,120.00,-120.00,0,0.31,0.19,-0.19,0,0.74,0.04,-0.04,0,2018-09-06,,,,0,2008,95.838660,-77.878025,3.40,0.78,-0.78,0
61,CFBDSIR J145829+101343,b,CFBDSIR J145829+101343 b,Imaging,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,,,,,10.50000,4.50000,-4.50000,0,,,,,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.10,2.40,-2.40,0,,,,580.50,24.50,-24.50,0,0.02,0.01,-0.01,0,,,,,2014-05-14,370,40,-40,0,2011,9.594193,55.655091,,,,
62,CHXR 73,b,CHXR 73 b,Imaging,,,,,210.000000,,,0,,,,,,,,,12.56900,8.37900,-5.23700,0,,,,,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0,,,,,,,,0.35,,,0,,,,,2014-05-14,,,,,2006,297.277725,-15.921642,,,,
63,CT Cha,b,CT Cha b,Imaging,,,,,440.000000,,,0,,,,,,,,,17.00000,6.00000,-6.00000,0,2.200,0.810,-0.600,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165.00,30.00,-30.00,0,,,,,,,,,,,,,,,,2014-05-14,2600,250,-250,0,2007,296.653702,-14.909141,,,,
64,CoRoT-1,b,CoRoT-1 b,Transit,1.50895570,0.00000640,-0.00000640,0,,,,,0.000000,,,0,85.100,0.500,-0.500,0,1.03000,0.12000,-0.12000,0,1.490,0.080,-0.080,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0,13.600,,0,5950.00,150.00,-150.00,0,0.95,0.15,-0.15,0,1.11,0.05,-0.05,0,2014-05-14,1898,50,-50,0,2008,215.338871,-2.107038,23.35,0.01,-0.01,0
65,CoRoT-10,b,CoRoT-10 b,Transit,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,0.530000,0.040000,-0.040000,0,88.550,0.200,-0.200,0,2.75000,0.16000,-0.16000,0,0.970,0.070,-0.070,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.00,70.00,-70.00,0,15.220,0.050,0,5075.00,75.00,-75.00,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,2014-05-14,600,23,-23,0,2010,37.360770,-6.952866,15.33,0.01,-0.01,0
66,CoRoT-11,b,CoRoT-11 b,Transit,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,0.000000,,,0,83.170,0.150,-0.150,0,2.33000,0.34000,-0.34000,0,1.430,0.030,-0.030,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.00,30.00,-30.00,0,12.939,0.019,0,6440.00,120.00,-120.00,0,1.27,0.05,-0.05,0,1.37,0.03,-0.03,0,2014-05-14,1657,55,-55,0,2010,37.240052,4.630184,40.15,0.36,-0.36,0
67,CoRoT-12,b,CoRoT-12 b,Transit,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,0.070000,0.063000,-0.042000,0,85.480,0.720,-0.770,0,0.91700,0.07000,-0.06500,0,1.440,0.130,-0.130,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.00,85.00,-85.00,0,15.515,0.052,0,5675.00,80.00,-80.00,0,1.08,0.08,-0.07,0,1.12,0.10,-0.09,0,2014-05-14,1442,58,-58,0,2010,213.131579,-2.454352,,,,
68,CoRoT-13,b,CoRoT-13 b,Transit,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,0.000000,,,0,88.020,0.340,-0.360,0,1.30800,0.06600,-0.06600,0,0.885,0.014,-0.014,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.00,100.00,-100.00,0,15.039,0.041,0,5945.00,90.00,-90.00,0,1.09,0.02,-0.02,0,1.01,0.03,-0.03,0,2014-05-14,1700,,,0,2010,217.398629,-2.439602,22.45,0.01,-0.01,0
69,CoRoT-14,b,CoRoT-14 b,Transit,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,0.000000,,,0,79.600,0.800,-0.800,0,7.60000,0.60000,-0.60000,0,1.090,0.070,-0.070,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.00,110.00,-110.00,0,16.033,0.070,0,6035.00,100.00,-100.00,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,2014-05-14,1952,66,-66,0,2010,218.117909,-2.020520,,,,
70,CoRoT-16,b,CoRoT-16 b,Transit,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,0.330000,0.090000,-0.100000,0,85.010,0.940,-1.200,0,0.53500,0.08500,-0.08300,0,1.170,0.160,-0.140,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.00,90.00,-90.00,0,15.630,,0,5650.00,100.00,-100.00,0,1.10,0.08,-0.08,0,1.19,0.14,-0.13,0,2014-05-14,,,,,2011,25.614290,1.101176,,,,
71,CoRoT-17,b,CoRoT-17 b,Transit,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,0.000000,,,0,88.340,1.540,-1.540,0,2.43000,0.30000,-0.30000,0,1.020,0.070,-0.070,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.00,50.00,-50.00,0,15.460,,0,5740.00,80.00,-80.00,0,1.04,0.10,-0.10,0,1.59,0.07,-0.07,0,2014-05-14,1626,31,-31,0,2011,25.152987,0.666416,54.77,0.01,-0.01,0
72,CoRoT-18,b,CoRoT-18 b,Transit,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,0.080000,,,1,86.500,1.400,-0.900,0,3.47000,0.38000,-0.38000,0,1.310,0.180,-0.180,0,06h32m41.38s,98.172410,-00d01m53.7s,-0.031586,870.00,90.00,-90.00,0,15.000,0.100,0,5440.00,100.00,-100.00,0,0.95,0.15,-0.15,0,1.00,0.13,-0.13,0,2014-05-14,1550,90,-90,0,2011,210.819116,-4.184836,29.55,0.02,-0.02,0
73,CoRoT-19,b,CoRoT-19 b,Transit,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,0.047000,0.045000,-0.045000,0,88.000,0.700,-0.700,0,1.11000,0.06000,-0.06000,0,1.290,0.030,-0.030,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.00,160.00,-160.00,0,14.007,,0,6090.00,70.00,-70.00,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,2014-05-14,2000,150,-150,0,2011,210.420555,-5.261174,24.16,0.09,-0.09,0
74,CoRoT-2,b,CoRoT-2 b,Transit,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,0.014300,0.007700,-0.007600,0,88.080,0.180,-0.160,0,3.47000,0.22000,-0.22000,0,1.466,0.042,-0.044,0,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200.00,,,0,12.570,,0,5625.00,120.00,-120.00,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,2014-05-14,,,,,2008,38.262664,-7.290910,23.25,0.01,-0.01,0
75,CoRoT-20,b,CoRoT-20 b,Transit,9.24285000,0.00030000,-0.00030000,0,0.090000,0.002000,-0.002000,0,0.590000,0.020000,-0.020000,0,88.210,0.530,-0.530,0,4.30000,0.20000,-0.20000,0,,,,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,14.660,,0,,,,0,1.14,0.08,-0.08,0,,,,0,2018-07-19,,,,0,2011,210.381237,-4.468533,60.62,0.01,-0.01,0
76,CoRoT-20,c,CoRoT-20 c,Radial Velocity,1675.00000000,19.00000000,-17.00000000,0,2.900000,0.070000,-0.070000,0,0.600000,0.030000,-0.030000,0,,,,0,17.00000,1.00000,-1.00000,0,,,,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,24.46,-24.46,0,14.660,,0,,,,0,1.14,0.08,-0.08,0,,,,0,2018-07-19,,,,0,2018,210.381237,-4.468533,60.62,0.01,-0.01,0
77,CoRoT-21,b,CoRoT-21 b,Transit,2.72474000,0.00014000,-0.00014000,0,0.041700,0.001100,-0.001100,0,0.000000,,,0,86.800,2.100,-2.100,0,2.26000,0.31000,-0.31000,0,1.300,0.140,-0.140,0,06h44m12.588s,101.052450,-00d17m56.868s,-0.299130,1398.83,286.45,-286.45,0,16.000,,0,6200.00,100.00,-100.00,0,1.29,0.09,-0.09,0,1.95,0.21,-0.21,0,2018-12-06,,,,0,2012,212.374086,-1.744542,101.00,,,0
78,CoRoT-22,b,CoRoT-22 b,Transit,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,89.749,0.032,-0.900,0,0.03800,0.04400,-0.02800,0,0.435,0.015,-0.035,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.00,25.00,-42.00,0,13.944,0.083,0,5939.00,54.00,-120.00,0,1.10,0.05,-0.05,0,1.14,0.04,-0.09,0,2014-08-21,885,53,-280,0,2014,37.482976,4.775094,,,,
79,CoRoT-23,b,CoRoT-23 b,Transit,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,0.160000,0.020000,-0.020000,0,85.700,2.600,-1.500,0,2.80000,0.30000,-0.30000,0,1.050,0.130,-0.130,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600.00,50.00,-50.00,0,15.630,0.070,0,5900.00,100.00,-100.00,0,1.14,0.08,-0.08,0,1.61,0.18,-0.18,0,2014-05-14,1660,,,0,2011,35.417464,4.719742,-35.18,0.00,0.00,0
80,CoRoT-24,b,CoRoT-24 b,Transit,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,86.500,2.000,-2.000,0,0.01800,,,1,0.330,0.040,-0.040,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,,,,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2018-05-31,1070,140,-140,0,2014,215.817489,-2.527569,51.37,,,0
81,CoRoT-24,c,CoRoT-24 c,Transit,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,0.000000,,,0,89.000,1.000,-1.600,0,0.08800,0.03500,-0.03500,0,0.440,0.040,-0.040,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,,,,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,2014-06-11,850,80,-80,0,2014,215.817489,-2.527569,51.37,,,0
82,CoRoT-25,b,CoRoT-25 b,Transit,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,0.000000,,,0,84.500,0.800,-0.300,0,0.27000,0.04000,-0.04000,0,1.080,0.300,-0.100,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.00,85.00,-25.00,0,,,,6040.00,90.00,-90.00,0,1.09,0.11,-0.05,0,1.19,0.14,-0.03,0,2014-05-14,1330,80,-40,0,2013,37.730101,4.941217,-15.42,0.00,-0.01,0
83,CoRoT-26,b,CoRoT-26 b,Transit,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,0.000000,,,0,86.800,2.200,-1.000,0,0.52000,0.05000,-0.05000,0,1.260,0.130,-0.070,0,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670.00,205.00,-110.00,0,,,,5590.00,100.00,-100.00,0,1.09,0.06,-0.06,0,1.79,0.18,-0.09,0,2014-05-14,1600,80,-70,0,2013,37.744489,5.926071,15.51,0.01,-0.01,0
84,CoRoT-27,b,CoRoT-27 b,Transit,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,0.065000,,,1,86.700,1.200,-0.870,0,10.39000,0.55000,-0.55000,0,1.007,0.044,-0.044,0,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,1035.15,66.44,-66.44,0,15.540,,0,5900.00,120.00,-120.00,0,1.05,0.11,-0.11,0,1.08,0.18,-0.06,0,2014-05-14,1500,130,-130,0,2014,35.894565,6.396628,-4.09,0.02,-0.02,0
85,CoRoT-28,b,CoRoT-28 b,Transit,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,0.047000,0.055000,-0.038000,0,88.100,0.800,-0.800,0,0.48400,0.08700,-0.08700,0,0.955,0.066,-0.066,0,18h34m45.20s,278.688338,+05d34m25.4s,5.573730,560.00,70.00,-70.00,0,,,,5150.00,100.00,-100.00,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,2015-04-16,,,,,2015,36.013038,6.241398,,,,
86,CoRoT-29,b,CoRoT-29 b,Transit,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,0.082000,0.081000,-0.081000,0,87.300,2.700,-2.700,0,0.85000,0.20000,-0.20000,0,0.900,0.160,-0.160,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.00,50.00,-50.00,0,,,,5260.00,100.00,-100.00,0,0.97,0.14,-0.14,0,0.90,0.12,-0.12,0,2015-04-16,,,,,2015,36.923396,6.458815,,,,
87,CoRoT-3,b,CoRoT-3 b,Transit,4.25680000,0.00000500,-0.00000500,0,,,,,0.000000,,,0,85.900,0.800,-0.800,0,21.66000,1.00000,-1.00000,0,1.010,0.070,-0.070,0,19h28m13.26s,292.055263,+00d07m18.6s,0.121820,680.00,160.00,-160.00,0,13.292,0.020,0,6740.00,140.00,-140.00,0,1.37,0.09,-0.09,0,1.56,0.09,-0.09,0,2014-05-14,,,,,2008,37.262944,-8.120552,-56.16,0.02,-0.02,0
88,CoRoT-4,b,CoRoT-4 b,Transit,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,1.190,0.060,-0.050,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.60,15.39,-15.39,0,,,,6190.00,60.00,-60.00,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,2014-05-14,1074,19,-19,0,2008,213.227628,-0.898357,32.30,0.01,-0.01,0
89,CoRoT-5,b,CoRoT-5 b,Transit,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,0.46700,0.04700,-0.02400,0,1.388,0.046,-0.047,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,26.70,-26.70,0,,,,6100.00,65.00,-65.00,0,1.00,0.02,-0.02,0,1.19,0.04,-0.04,0,2014-05-14,1438,39,-39,0,2009,211.484737,-1.036103,,,,
90,CoRoT-6,b,CoRoT-6 b,Transit,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,89.070,0.300,-0.300,0,2.96000,0.34000,-0.34000,0,1.166,0.035,-0.035,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,12.58,-12.58,0,13.912,0.021,0,6090.00,70.00,-70.00,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,2014-05-14,1017,19,-19,0,2009,38.062962,4.615925,-18.24,0.01,-0.01,0
91,CoRoT-7,b,CoRoT-7 b,Transit,0.85359163,0.00000001,-0.00000001,0,,,,0,0.000000,,,0,80.100,0.300,-0.300,0,0.01000,0.00000,0.00000,0,0.150,0.010,-0.010,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,4.50,-4.50,0,11.668,0.008,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2018-12-06,,,,0,2009,213.010460,-2.178513,31.17,0.01,-0.01,0
92,CoRoT-7,c,CoRoT-7 c,Radial Velocity,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,80.000,,,0,0.02643,0.00283,-0.00283,0,,,,,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,4.50,-4.50,0,11.668,0.008,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2015-09-10,,,,,2009,213.010460,-2.178513,31.17,0.01,-0.01,0
93,CoRoT-8,b,CoRoT-8 b,Transit,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,88.400,0.100,-0.100,0,0.22000,0.03000,-0.03000,0,0.570,0.020,-0.020,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,30.00,-30.00,0,14.800,,0,5080.00,80.00,-80.00,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,2014-05-14,,,,,2010,38.212920,-7.104052,-37.47,0.00,0.00,0
94,CoRoT-9,b,CoRoT-9 b,Transit,95.27265600,0.00006800,-0.00006800,0,0.402100,0.005400,-0.005400,0,0.133000,0.042000,-0.037000,0,89.900,0.066,-0.084,0,0.84000,0.05000,-0.05000,0,1.066,0.075,-0.063,0,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,460.00,,,0,13.690,,0,5625.00,80.00,-80.00,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,2017-12-14,420,16,-16,0,2009,37.523411,4.662240,19.82,0.00,0.00,0
95,CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,6.71837000,0.00001000,-0.00001000,0,0.071000,0.001000,-0.001000,0,,,,0,89.000,0.500,-0.500,0,0.15000,0.10000,-0.10000,0,0.570,0.060,-0.050,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.20,10.70,-10.70,0,,,,5970.00,100.00,-100.00,0,1.08,0.08,-0.07,0,0.79,0.08,-0.09,0,2017-09-15,938,65,-52,0,2017,203.482383,1.863841,,,,
96,DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,0.345000,0.068000,-0.064000,0,56.600,1.900,-2.100,0,28.50000,1.90000,-1.90000,0,,,,,08h23m03.13s,125.763050,-49d12m01.3s,-49.200359,20.77,0.08,-0.08,0,,,,,,,,0.07,0.01,-0.01,0,,,,,2014-05-14,,,,,2013,265.616826,-6.826100,,,,
97,DH Tau,b,DH Tau b,Imaging,,,,,330.000000,,,0,,,,,,,,,11.00000,10.00000,-3.00000,0,,,,,04h29m41.56s,67.423158,+26d32m58.3s,26.549520,140.00,15.00,-15.00,0,,,,,,,,0.33,,,0,0.27,0.07,-0.07,0,2014-05-14,,,,,2004,171.899507,-14.938721,,,,
98,DP Leo,b,DP Leo b,Eclipse Timing Variations,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,0.390000,0.130000,-0.130000,0,,,,,6.05000,0.47000,-0.58000,0,,,,,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,,,,,,,,,,,,0.69,,,0,,,,,2014-05-14,,,,,2009,230.897313,66.456659,,,,
99,EPIC 211822797,b,EPIC 211822797 b,Transit,21.16986100,0.00172500,-0.00169500,0,0.131000,0.004000,-0.005000,0,0.060000,0.135970,-0.048705,0,89.730,0.190,-0.220,0,,,,0,0.177,0.010,-0.010,0,08h41m38.49s,130.410370,+17d38m24.0s,17.640005,187.19,1.37,-1.37,0,15.256,0.010,0,4148.21,82.41,-80.21,0,0.66,0.07,-0.07,0,0.57,0.03,-0.03,0,2017-10-26,,,,0,2016,208.283082,32.037612,34.85,0.17,-0.17,0
100,EPIC 211945201,b,EPIC 211945201 b,Transit,19.49221000,0.00066600,-0.00065300,0,0.149300,0.001500,-0.001500,0,,,,0,,,,0,,,,0,0.514,0.027,-0.027,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,1.29,-1.29,0,10.154,0.056,0,6069.00,90.00,-90.00,0,1.17,0.04,-0.04,0,1.39,0.02,-0.02,0,2018-10-26,817,15,-14,0,2018,208.781802,38.127689,1.26,0.00,0.00,0
101,EPIC 220674823,b,EPIC 220674823 b,Transit,0.57133100,0.00002000,-0.00002100,0,0.013400,0.000200,-0.000200,0,,,,0,,,,0,,,,0,0.162,0.009,-0.009,0,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,2.97,-2.97,0,12.102,0.212,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,2018-10-26,2119,41,-41,0,2016,123.284030,-52.076426,-15.86,0.13,-0.13,0
102,EPIC 220674823,c,EPIC 220674823 c,Transit,13.33907900,0.00194000,-0.00185900,0,0.109100,0.001400,-0.001500,0,,,,0,,,,0,,,,0,0.244,0.016,-0.016,0,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,2.97,-2.97,0,12.102,0.212,0,5617.00,86.00,-86.00,0,0.97,0.04,-0.04,0,0.98,0.02,-0.02,0,2018-10-26,741,14,-14,0,2016,123.284030,-52.076426,-15.86,0.13,-0.13,0
103,EPIC 246851721,b,EPIC 246851721 b,Transit,6.18023500,0.00001400,-0.00001400,0,0.072290,0.000740,-0.000750,0,,,,0,86.210,0.170,-0.170,0,3.00000,1.10000,-1.20000,0,1.051,0.044,-0.044,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.70,8.40,-8.00,0,11.439,0.053,0,6202.00,52.00,-50.00,0,1.32,0.04,-0.04,0,1.59,0.03,-0.03,0,2018-10-26,1401,16,-16,0,2018,186.975281,-12.640845,36.85,0.13,-0.12,0
104,FU Tau,b,FU Tau b,Imaging,,,,,800.000000,,,0,,,,,,,,,16.00000,,,0,,,,,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140.00,,,0,,,,2838.00,,,0,0.05,,,0,,,,,2016-03-10,2375,,,0,2008,172.115586,-16.960789,,,,
105,Fomalhaut,b,Fomalhaut b,Imaging,555530.00000000,184690.00000000,-353320.00000000,0,160.000000,33.000000,-79.000000,0,0.870000,0.110000,-0.050000,0,55.000,26.000,-12.000,0,,,,,,,,,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.70,,,0,1.160,,0,,,,0,1.92,,,0,,,,0,2015-11-19,,,,,2008,20.488021,-64.909570,,,,
106,GJ 1132,b,GJ 1132 b,Transit,1.62893100,0.00002700,-0.00002700,0,0.015300,0.000500,-0.000500,0,0.220000,,,1,,,,0,0.00522,0.00072,-0.00072,0,,,,0,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0.24,-0.24,0,13.490,0.030,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,2018-06-21,529,9,-9,0,2015,277.259427,7.760276,35.08,0.00,0.00,0
107,GJ 1132,c,GJ 1132 c,Transit,8.92900000,0.01000000,-0.01000000,0,0.047600,0.001700,-0.001700,0,0.270000,,,1,,,,0,0.00831,0.00138,-0.00138,0,,,,0,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.04,0.24,-0.24,0,13.490,0.030,0,3270.00,140.00,-140.00,0,0.18,0.02,-0.02,0,0.21,0.01,-0.01,0,2018-06-21,300,5,-5,0,2018,277.259427,7.760276,35.08,0.00,0.00,0
108,GJ 1148,b,GJ 1148 b,Radial Velocity,41.38000000,0.00200000,-0.00100000,0,0.166000,0.001000,-0.001000,0,0.380000,0.010000,-0.012000,0,,,,0,0.30425,0.00444,-0.00321,0,,,,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,11.920,0.020,0,3264.00,,,0,0.35,,,0,0.40,,,0,2017-10-19,,,,0,2010,160.612622,68.918003,-9.10,,,0
109,GJ 1148,c,GJ 1148 c,Radial Velocity,532.58000000,4.14000000,-2.52000000,0,0.912000,0.005000,-0.002000,0,0.342000,0.050000,-0.062000,0,,,,0,0.21414,0.01545,-0.00689,0,,,,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,0.01,-0.01,0,11.920,0.020,0,3264.00,,,0,0.35,,,0,0.40,,,0,2017-10-19,,,,0,2017,160.612622,68.918003,-9.10,,,0
110,GJ 1214,b,GJ 1214 b,Transit,1.58040456,0.00000016,-0.00000016,0,0.014110,0.000320,-0.000320,0,,,,,88.170,0.540,-0.540,0,0.01970,0.00270,-0.00270,0,0.254,0.018,-0.018,0,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,12.95,0.97,-0.85,0,15.100,0.600,0,3026.00,150.00,-150.00,0,0.15,0.01,-0.01,0,0.22,0.01,-0.01,0,2015-12-03,,,,,2009,26.163966,23.610877,-21.10,1.00,-1.00,0
111,GJ 1265,b,GJ 1265 b,Radial Velocity,3.65110000,0.00120000,-0.00120000,0,0.026000,0.001000,-0.001000,0,0.040000,0.040000,-0.040000,0,,,,0,0.02328,0.00157,-0.00157,0,,,,0,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,0.01,-0.01,0,13.570,0.020,0,3236.00,51.00,-51.00,0,0.18,0.02,-0.02,0,0.19,0.01,-0.01,0,2018-12-06,,,,0,2018,39.079368,-52.509668,-24.30,,,0
112,GJ 143,b,GJ 143 b,Transit,35.58900000,0.00600000,-0.00500000,0,0.193200,0.000200,-0.000200,0,0.325000,0.079000,-0.079000,0,,,,0,0.09637,0.00827,-0.00840,0,,,,0,03h26m59.22s,51.746769,-63d29m56.8s,-63.499100,16.33,0.01,-0.01,0,7.870,,0,,,,0,0.76,0.03,-0.02,0,0.73,0.01,-0.01,0,2019-02-14,,,,0,2019,279.230346,-45.822520,59.46,0.12,-0.12,0
